customer_id,gender,senior,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,Excel functions -> Exercise3,average_monthly_charges,Excel functions -> Exercise4,contract_type,phone_type,internet_type,service_type
5451-YHYPW,Female,1,Yes,No,2,2,2,Credit card (automatic),$115.75 ,"$8,443.70 ",No,73,TRUE,FALSE,TRUE,TRUE,TRUE,1,20140114,$115.75 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
5451-MHQOF,Male,0,Yes,Yes,2,0,1,Mailed check,$24.45 ,"$1,431.65 ",No,59,FALSE,FALSE,TRUE,FALSE,FALSE,3,20150327,$24.45 ,TRUE,1 Year,Two or More Lines,No Internet Service,Phone Only
5449-FIBXJ,Male,0,Yes,Yes,2,2,0,Electronic check,$103.30 ,"$2,012.70 ",Yes,19,FALSE,TRUE,TRUE,TRUE,TRUE,3,20180628,$103.30 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5448-VWNAM,Female,0,No,Yes,2,1,0,Mailed check,$75.90 ,"$1,375.60 ",No,18,TRUE,FALSE,TRUE,TRUE,TRUE,2,20180808,$75.90 ,TRUE,Month-to-Month,Two or More Lines,DSL,Phone+Internet
5447-WZAFP,Female,0,No,No,1,2,1,Mailed check,$100.30 ,"$5,200.80 ",No,52,TRUE,FALSE,TRUE,TRUE,TRUE,0,20151017,$100.30 ,TRUE,1 Year,One Line,Fiber Optic,Phone+Internet
5447-VYTKW,Male,0,No,No,1,1,0,Mailed check,$53.45 ,"$1,461.45 ",No,27,FALSE,FALSE,TRUE,TRUE,TRUE,0,20171101,$53.45 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
5446-DKWYW,Female,1,Yes,Yes,2,1,1,Electronic check,$65.20 ,"$3,965.05 ",No,61,TRUE,FALSE,TRUE,TRUE,TRUE,3,20150118,$65.20 ,TRUE,1 Year,Two or More Lines,DSL,Phone+Internet
5445-UTODQ,Female,0,Yes,No,1,2,0,Electronic check,$81.10 ,$576.65 ,Yes,7,TRUE,TRUE,TRUE,TRUE,TRUE,1,20190709,$81.10 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
5445-PZWGX,Male,0,No,No,2,2,1,Electronic check,$102.00 ,"$6,529.25 ",Yes,64,FALSE,TRUE,TRUE,TRUE,TRUE,0,20141012,$102.00 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
5445-GLVOT,Female,0,No,No,1,1,0,Electronic check,$49.80 ,"$1,049.05 ",No,21,TRUE,FALSE,TRUE,TRUE,TRUE,0,20180511,$49.80 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
5443-SCMKX,Female,0,Yes,No,2,2,1,Electronic check,$94.30 ,"$5,610.15 ",No,59,TRUE,FALSE,TRUE,TRUE,TRUE,1,20150227,$94.30 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
5442-XSDCW,Male,0,Yes,Yes,1,2,0,Bank transfer (automatic),$79.50 ,$868.50 ,Yes,11,FALSE,TRUE,TRUE,TRUE,TRUE,3,20190315,$79.50 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
5442-UTCVD,Male,0,No,Yes,2,2,0,Electronic check,$91.85 ,$257.05 ,Yes,3,FALSE,TRUE,TRUE,TRUE,TRUE,2,20191117,$91.85 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5442-PPTJY,Male,0,Yes,Yes,1,0,2,Mailed check,$19.70 ,$258.35 ,No,13,FALSE,FALSE,TRUE,FALSE,FALSE,3,20190108,$19.70 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
5442-BXVND,Female,0,Yes,Yes,2,0,0,Bank transfer (automatic),$24.25 ,$838.50 ,No,35,TRUE,FALSE,TRUE,FALSE,FALSE,3,20170326,$24.25 ,TRUE,Month-to-Month,Two or More Lines,No Internet Service,Phone Only
5442-BHQNG,Female,0,No,No,1,2,0,Electronic check,$70.35 ,$139.25 ,No,2,TRUE,FALSE,TRUE,TRUE,TRUE,0,20191212,$70.35 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
5440-VHLUL,Male,0,No,No,2,2,1,Bank transfer (automatic),$105.20 ,"$7,386.05 ",No,70,FALSE,FALSE,TRUE,TRUE,TRUE,0,20140407,$105.20 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
5440-FLBQG,Male,1,Yes,No,2,2,2,Bank transfer (automatic),$108.40 ,"$7,318.20 ",Yes,68,FALSE,TRUE,TRUE,TRUE,TRUE,1,20140628,$108.40 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
5439-WIKXB,Male,1,Yes,No,1,2,0,Electronic check,$94.55 ,"$3,851.45 ",No,41,FALSE,FALSE,TRUE,TRUE,TRUE,1,20160919,$94.55 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
5438-QMDDL,Female,0,Yes,No,1,1,0,Mailed check,$59.80 ,"$1,130.85 ",No,19,TRUE,FALSE,TRUE,TRUE,TRUE,1,20180715,$59.80 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
5433-KYGHE,Female,0,No,Yes,2,2,0,Mailed check,$86.00 ,"$1,164.05 ",No,14,TRUE,FALSE,TRUE,TRUE,TRUE,2,20181226,$86.00 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5429-LWCMV,Female,0,No,No,2,2,0,Electronic check,$89.15 ,"$1,057.55 ",No,12,TRUE,FALSE,TRUE,TRUE,TRUE,0,20190215,$89.15 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5424-RLQLC,Male,0,No,No,1,1,0,Mailed check,$59.65 ,$638.95 ,No,11,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190322,$59.65 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
5423-BHIXO,Female,0,No,No,2,1,0,Electronic check,$54.20 ,"$1,739.60 ",No,32,TRUE,FALSE,TRUE,TRUE,TRUE,0,20170609,$54.20 ,TRUE,Month-to-Month,Two or More Lines,DSL,Phone+Internet
5419-KLXBN,Female,0,Yes,Yes,1,2,0,Bank transfer (automatic),$89.15 ,"$2,257.75 ",Yes,25,TRUE,TRUE,TRUE,TRUE,TRUE,3,20180101,$89.15 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
5419-JPRRN,Male,0,No,No,2,2,0,Electronic check,$101.45 ,$101.45 ,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20200111,$101.45 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5419-JKZNQ,Male,1,Yes,No,2,2,0,Mailed check,$77.90 ,"$2,351.45 ",No,30,FALSE,FALSE,TRUE,TRUE,TRUE,1,20170806,$77.90 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5419-CONWX,Female,1,No,No,1,2,0,Credit card (automatic),$99.80 ,$442.85 ,Yes,4,TRUE,TRUE,TRUE,TRUE,TRUE,0,20190929,$99.80 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
5414-OFQCB,Male,0,No,No,2,2,2,Credit card (automatic),$90.45 ,"$5,229.80 ",No,58,FALSE,FALSE,TRUE,TRUE,TRUE,0,20150419,$90.45 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
5406-KGRMX,Female,0,No,No,2,0,2,Electronic check,$24.55 ,"$1,719.15 ",No,70,TRUE,FALSE,TRUE,FALSE,FALSE,0,20140413,$24.55 ,TRUE,2 Year,Two or More Lines,No Internet Service,Phone Only
5405-ZMYXQ,Female,0,No,No,2,2,0,Credit card (automatic),$74.60 ,$548.90 ,No,7,TRUE,FALSE,TRUE,TRUE,TRUE,0,20190702,$74.60 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5404-GGUKR,Male,0,No,No,1,1,0,Electronic check,$51.35 ,$262.30 ,No,5,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190908,$51.35 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
5402-HTOTQ,Male,0,No,No,2,1,0,Electronic check,$55.30 ,$875.35 ,No,16,FALSE,FALSE,TRUE,TRUE,TRUE,0,20181017,$55.30 ,TRUE,Month-to-Month,Two or More Lines,DSL,Phone+Internet
5399-ZIMKF,Male,0,No,No,1,2,0,Electronic check,$74.65 ,$383.65 ,No,5,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190907,$74.65 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
5397-TUPSH,Male,1,Yes,No,1,2,1,Bank transfer (automatic),$70.95 ,"$4,555.20 ",No,64,FALSE,FALSE,TRUE,TRUE,TRUE,1,20141007,$70.95 ,TRUE,1 Year,One Line,Fiber Optic,Phone+Internet
5397-NSKQG,Male,0,Yes,Yes,0,1,2,Credit card (automatic),$50.90 ,"$3,281.65 ",No,64,FALSE,FALSE,FALSE,TRUE,FALSE,3,20140928,$50.90 ,TRUE,2 Year,No Phone Service,DSL,Internet Only
5396-IZEPB,Male,0,No,No,1,0,0,Credit card (automatic),$19.70 ,$180.70 ,No,9,FALSE,FALSE,TRUE,FALSE,FALSE,0,20190508,$19.70 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
5394-SVGJV,Male,0,No,No,2,2,0,Bank transfer (automatic),$98.80 ,"$3,475.55 ",Yes,35,FALSE,TRUE,TRUE,TRUE,TRUE,0,20170308,$98.80 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5394-MEITZ,Female,0,Yes,Yes,1,1,2,Bank transfer (automatic),$80.60 ,"$4,946.70 ",No,61,TRUE,FALSE,TRUE,TRUE,TRUE,3,20150101,$80.60 ,TRUE,2 Year,One Line,DSL,Phone+Internet
5393-RXQSZ,Male,0,No,No,1,2,0,Electronic check,$79.60 ,$79.60 ,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,20200111,$79.60 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
5393-HJZSM,Female,0,Yes,Yes,1,1,0,Bank transfer (automatic),$76.30 ,"$2,404.15 ",No,32,TRUE,FALSE,TRUE,TRUE,TRUE,3,20170627,$76.30 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
5392-AKEMH,Female,0,No,No,1,1,0,Electronic check,$45.05 ,$523.10 ,No,12,TRUE,FALSE,TRUE,TRUE,TRUE,0,20190222,$45.05 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
5389-FFVKB,Male,1,Yes,No,1,2,0,Credit card (automatic),$80.30 ,"$2,483.05 ",Yes,31,FALSE,TRUE,TRUE,TRUE,TRUE,1,20170715,$80.30 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
5387-ASZNZ,Female,1,No,No,2,1,1,Credit card (automatic),$63.85 ,"$4,174.35 ",No,65,TRUE,FALSE,TRUE,TRUE,TRUE,0,20140901,$63.85 ,TRUE,1 Year,Two or More Lines,DSL,Phone+Internet
5386-THSLQ,Female,1,Yes,No,0,1,1,Bank transfer (automatic),$45.55 ,"$3,027.25 ",No,66,TRUE,FALSE,FALSE,TRUE,FALSE,1,20140730,$45.55 ,TRUE,1 Year,No Phone Service,DSL,Internet Only
5385-SUIRI,Male,1,Yes,No,2,2,0,Electronic check,$104.20 ,"$5,568.35 ",Yes,53,FALSE,TRUE,TRUE,TRUE,TRUE,1,20150830,$104.20 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5384-ZTTWP,Female,0,Yes,Yes,1,0,0,Mailed check,$19.80 ,$272.95 ,No,14,TRUE,FALSE,TRUE,FALSE,FALSE,3,20181218,$19.80 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
5383-MMTWC,Female,1,Yes,No,2,2,0,Electronic check,$84.00 ,$613.40 ,Yes,7,TRUE,TRUE,TRUE,TRUE,TRUE,1,20190703,$84.00 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5382-TEMLV,Male,0,No,No,1,1,0,Bank transfer (automatic),$50.90 ,"$2,298.55 ",No,45,FALSE,FALSE,TRUE,TRUE,TRUE,0,20160508,$50.90 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
5382-SOYZL,Male,0,No,No,2,2,0,Electronic check,$95.10 ,"$2,162.60 ",No,23,FALSE,FALSE,TRUE,TRUE,TRUE,0,20180321,$95.10 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5380-XPJNZ,Female,0,No,No,1,0,1,Mailed check,$20.05 ,$678.20 ,No,34,TRUE,FALSE,TRUE,FALSE,FALSE,0,20170418,$20.05 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
5380-WJKOV,Male,0,No,No,2,2,0,Electronic check,$106.35 ,"$3,549.25 ",Yes,33,FALSE,TRUE,TRUE,TRUE,TRUE,0,20170501,$106.35 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5380-AFSSK,Female,0,No,No,2,2,0,Mailed check,$93.90 ,$486.85 ,Yes,5,TRUE,TRUE,TRUE,TRUE,TRUE,0,20190906,$93.90 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5378-IKEEG,Female,0,No,No,0,1,0,Electronic check,$35.75 ,$35.75 ,Yes,1,TRUE,TRUE,FALSE,TRUE,FALSE,0,20200111,$35.75 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
5377-NDTOU,Female,0,Yes,Yes,2,1,2,Mailed check,$91.05 ,"$6,293.75 ",No,69,TRUE,FALSE,TRUE,TRUE,TRUE,3,20140510,$91.05 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
5376-PCKNB,Male,0,Yes,Yes,2,2,1,Credit card (automatic),$104.45 ,"$7,459.00 ",No,71,FALSE,FALSE,TRUE,TRUE,TRUE,3,20140301,$104.45 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
5376-DEQCP,Female,0,No,No,1,2,0,Electronic check,$70.60 ,$70.60 ,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,20200111,$70.60 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
5375-XLDOF,Male,0,Yes,Yes,2,2,2,Bank transfer (automatic),$114.35 ,"$7,665.80 ",No,67,FALSE,FALSE,TRUE,TRUE,TRUE,3,20140712,$114.35 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
5373-SFODM,Male,1,Yes,No,2,2,0,Credit card (automatic),$85.25 ,"$3,132.75 ",Yes,37,FALSE,TRUE,TRUE,TRUE,TRUE,1,20170119,$85.25 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5372-FBKBN,Female,0,No,Yes,1,0,0,Mailed check,$20.75 ,$452.20 ,No,22,TRUE,FALSE,TRUE,FALSE,FALSE,2,20180419,$20.75 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
5371-VYLSX,Female,1,No,No,2,2,0,Electronic check,$83.40 ,"$4,113.70 ",No,49,TRUE,FALSE,TRUE,TRUE,TRUE,0,20160102,$83.40 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5370-IIVVL,Male,0,No,No,2,2,1,Credit card (automatic),$104.50 ,"$3,778.00 ",No,36,FALSE,FALSE,TRUE,TRUE,TRUE,0,20170206,$104.50 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
5366-OBVMR,Female,0,Yes,No,1,1,0,Mailed check,$50.30 ,$908.75 ,No,18,TRUE,FALSE,TRUE,TRUE,TRUE,1,20180810,$50.30 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
5366-IJEQJ,Male,0,No,No,2,2,0,Electronic check,$88.70 ,"$1,761.45 ",Yes,20,FALSE,TRUE,TRUE,TRUE,TRUE,0,20180616,$88.70 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5365-LLFYV,Female,0,No,No,1,1,0,Mailed check,$45.85 ,$105.60 ,No,2,TRUE,FALSE,TRUE,TRUE,TRUE,0,20191202,$45.85 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
5364-XYIRR,Male,0,Yes,No,2,2,0,Electronic check,$94.65 ,"$4,812.75 ",Yes,51,FALSE,TRUE,TRUE,TRUE,TRUE,1,20151117,$94.65 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5364-EVNIB,Male,0,No,No,1,2,0,Electronic check,$79.80 ,$973.45 ,Yes,12,FALSE,TRUE,TRUE,TRUE,TRUE,0,20190204,$79.80 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
5360-XGYAZ,Male,0,Yes,Yes,0,1,2,Bank transfer (automatic),$65.65 ,"$4,664.50 ",No,71,FALSE,FALSE,FALSE,TRUE,FALSE,3,20140312,$65.65 ,TRUE,2 Year,No Phone Service,DSL,Internet Only
5360-LJCNJ,Female,0,Yes,No,2,2,2,Bank transfer (automatic),$105.15 ,"$7,555.00 ",No,72,TRUE,FALSE,TRUE,TRUE,TRUE,1,20140216,$105.15 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
5357-TZHPP,Male,1,No,No,2,2,0,Credit card (automatic),$84.40 ,$732.50 ,Yes,9,FALSE,TRUE,TRUE,TRUE,TRUE,0,20190523,$84.40 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5356-RHIPP,Male,0,No,No,1,0,0,Mailed check,$20.20 ,$20.20 ,Yes,1,FALSE,TRUE,TRUE,FALSE,FALSE,0,20200111,$20.20 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
5356-KZCKT,Male,0,No,No,2,0,2,Credit card (automatic),$24.45 ,"$1,513.60 ",No,62,FALSE,FALSE,TRUE,FALSE,FALSE,0,20141216,$24.45 ,TRUE,2 Year,Two or More Lines,No Internet Service,Phone Only
5356-CSVSQ,Female,0,No,No,2,1,0,Electronic check,$64.60 ,$174.20 ,No,3,TRUE,FALSE,TRUE,TRUE,TRUE,0,20191120,$64.60 ,TRUE,Month-to-Month,Two or More Lines,DSL,Phone+Internet
5353-WILCI,Female,0,No,No,1,1,0,Electronic check,$56.05 ,"$1,522.65 ",No,27,TRUE,FALSE,TRUE,TRUE,TRUE,0,20171106,$56.05 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
5351-QESIO,Male,0,No,Yes,0,1,0,Mailed check,$24.20 ,$24.20 ,No,1,FALSE,FALSE,FALSE,TRUE,FALSE,2,20200111,$24.20 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
5349-IECLD,Male,0,No,No,1,2,0,Electronic check,$94.95 ,$178.10 ,Yes,2,FALSE,TRUE,TRUE,TRUE,TRUE,0,20191215,$94.95 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
5349-AZPEW,Female,0,Yes,Yes,0,1,0,Mailed check,$25.05 ,$125.50 ,No,5,TRUE,FALSE,FALSE,TRUE,FALSE,3,20190911,$25.05 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
5348-CAGXB,Male,0,No,No,2,2,0,Electronic check,$89.55 ,"$1,021.75 ",No,11,FALSE,FALSE,TRUE,TRUE,TRUE,0,20190228,$89.55 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5346-BZCHP,Female,0,Yes,Yes,1,0,2,Mailed check,$19.40 ,"$1,346.20 ",No,69,TRUE,FALSE,TRUE,FALSE,FALSE,3,20140502,$19.40 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
5345-BMKWB,Male,0,Yes,No,1,0,0,Mailed check,$20.25 ,$158.35 ,No,8,FALSE,FALSE,TRUE,FALSE,FALSE,1,20190618,$20.25 ,TRUE,Month-to-Month,One Line,No Internet Service,Phone Only
5343-SGUBI,Female,0,No,No,2,2,1,Mailed check,$80.20 ,"$4,297.60 ",No,54,TRUE,FALSE,TRUE,TRUE,TRUE,0,20150826,$80.20 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
5339-TJFEK,Male,0,Yes,Yes,2,2,0,Electronic check,$105.50 ,"$6,487.20 ",No,61,FALSE,FALSE,TRUE,TRUE,TRUE,3,20141228,$105.50 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5339-PXDVH,Male,0,No,No,2,2,0,Electronic check,$90.65 ,$367.95 ,No,4,FALSE,FALSE,TRUE,TRUE,TRUE,0,20191010,$90.65 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5338-YHWYT,Male,0,No,Yes,1,1,2,Credit card (automatic),$61.45 ,"$2,302.35 ",No,37,FALSE,FALSE,TRUE,TRUE,TRUE,2,20161228,$61.45 ,TRUE,2 Year,One Line,DSL,Phone+Internet
5337-IIWKZ,Male,0,Yes,Yes,0,1,0,Electronic check,$44.85 ,"$1,442.60 ",No,32,FALSE,FALSE,FALSE,TRUE,FALSE,3,20170607,$44.85 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
5336-UFNZP,Female,1,Yes,Yes,2,2,1,Electronic check,$107.45 ,"$7,047.50 ",No,66,TRUE,FALSE,TRUE,TRUE,TRUE,3,20140826,$107.45 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
5334-JLAXU,Female,0,Yes,No,2,2,0,Credit card (automatic),$94.10 ,"$5,475.90 ",No,58,TRUE,FALSE,TRUE,TRUE,TRUE,1,20150407,$94.10 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5334-AFQJB,Male,1,No,No,2,0,2,Credit card (automatic),$25.10 ,"$1,789.90 ",No,71,FALSE,FALSE,TRUE,FALSE,FALSE,0,20140304,$25.10 ,TRUE,2 Year,Two or More Lines,No Internet Service,Phone Only
5331-RGMTT,Male,1,Yes,No,2,2,0,Credit card (automatic),$99.05 ,"$5,295.70 ",No,53,FALSE,FALSE,TRUE,TRUE,TRUE,1,20150829,$99.05 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5329-KRDTM,Male,1,Yes,No,2,1,2,Credit card (automatic),$77.35 ,"$5,396.25 ",No,70,FALSE,FALSE,TRUE,TRUE,TRUE,1,20140421,$77.35 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
5327-XOKKY,Male,1,Yes,No,2,1,2,Credit card (automatic),$73.45 ,"$5,329.00 ",No,73,FALSE,FALSE,TRUE,TRUE,TRUE,1,20140126,$73.45 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
5327-CNLUQ,Male,0,Yes,No,2,2,2,Bank transfer (automatic),$96.90 ,"$4,473.45 ",No,46,FALSE,FALSE,TRUE,TRUE,TRUE,1,20160407,$96.90 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
5325-UWTWJ,Male,0,Yes,No,2,2,0,Credit card (automatic),$90.55 ,"$2,929.75 ",No,32,FALSE,FALSE,TRUE,TRUE,TRUE,1,20170601,$90.55 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5324-KTGCG,Male,0,Yes,No,1,0,1,Electronic check,$20.85 ,"$1,539.75 ",No,74,FALSE,FALSE,TRUE,FALSE,FALSE,1,20131217,$20.85 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
5322-ZSMZY,Male,0,Yes,Yes,2,0,2,Mailed check,$25.75 ,$755.60 ,No,29,FALSE,FALSE,TRUE,FALSE,FALSE,3,20170901,$25.75 ,TRUE,2 Year,Two or More Lines,No Internet Service,Phone Only
5322-TEUJK,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),$114.60 ,"$8,100.25 ",No,71,TRUE,FALSE,TRUE,TRUE,TRUE,3,20140324,$114.60 ,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone+Internet
5321-NTRKC,Male,0,Yes,Yes,2,1,2,Bank transfer (automatic),$79.85 ,"$5,234.95 ",No,66,FALSE,FALSE,TRUE,TRUE,TRUE,3,20140826,$79.85 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
5320-BRKGK,Female,0,Yes,Yes,2,1,2,Mailed check,$75.80 ,"$4,415.75 ",No,58,TRUE,FALSE,TRUE,TRUE,TRUE,3,20150406,$75.80 ,TRUE,2 Year,Two or More Lines,DSL,Phone+Internet
5318-YKDPV,Male,0,Yes,Yes,1,1,2,Credit card (automatic),$79.15 ,"$3,566.60 ",No,45,FALSE,FALSE,TRUE,TRUE,TRUE,3,20160511,$79.15 ,TRUE,2 Year,One Line,DSL,Phone+Internet
5318-IXUZF,Female,0,No,No,1,2,0,Bank transfer (automatic),$87.15 ,$183.75 ,Yes,2,TRUE,TRUE,TRUE,TRUE,TRUE,0,20191208,$87.15 ,TRUE,Month-to-Month,One Line,Fiber Optic,Phone+Internet
5317-FLPJF,Female,0,No,No,0,1,2,Bank transfer (automatic),$61.35 ,"$4,193.40 ",No,68,TRUE,FALSE,FALSE,TRUE,FALSE,0,20140602,$61.35 ,TRUE,2 Year,No Phone Service,DSL,Internet Only
5315-CKEQK,Male,1,Yes,Yes,2,1,1,Electronic check,$51.00 ,"$1,381.80 ",No,27,FALSE,FALSE,TRUE,TRUE,TRUE,3,20171108,$51.00 ,TRUE,1 Year,Two or More Lines,DSL,Phone+Internet
5313-FPXWG,Male,0,No,No,2,0,1,Bank transfer (automatic),$24.60 ,"$1,266.40 ",No,51,FALSE,FALSE,TRUE,FALSE,FALSE,0,20151029,$24.60 ,TRUE,1 Year,Two or More Lines,No Internet Service,Phone Only
5312-UXESG,Female,0,No,No,2,2,0,Bank transfer (automatic),$98.05 ,"$3,990.60 ",No,41,TRUE,FALSE,TRUE,TRUE,TRUE,0,20160921,$98.05 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
5312-TSZVC,Female,0,No,Yes,1,0,1,Mailed check,$19.65 ,$270.60 ,No,14,TRUE,FALSE,TRUE,FALSE,FALSE,2,20181219,$19.65 ,TRUE,1 Year,One Line,No Internet Service,Phone Only
5312-IRCFR,Female,0,Yes,Yes,2,2,1,Electronic check,$92.85 ,"$5,980.75 ",No,64,TRUE,FALSE,TRUE,TRUE,TRUE,3,20140930,$92.85 ,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone+Internet
5311-IHLEI,Male,0,No,No,0,1,0,Bank transfer (automatic),$50.95 ,$605.75 ,No,12,FALSE,FALSE,FALSE,TRUE,FALSE,0,20190214,$50.95 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
5310-NOOVA,Male,0,No,No,1,0,2,Electronic check,$19.95 ,$907.05 ,No,45,FALSE,FALSE,TRUE,FALSE,FALSE,0,20160429,$19.95 ,TRUE,2 Year,One Line,No Internet Service,Phone Only
5309-TAIKL,Female,0,No,No,1,1,0,Bank transfer (automatic),$62.80 ,$418.30 ,No,7,TRUE,FALSE,TRUE,TRUE,TRUE,0,20190723,$62.80 ,TRUE,Month-to-Month,One Line,DSL,Phone+Internet
5307-UVGNB,Female,0,Yes,Yes,0,1,0,Bank transfer (automatic),$48.70 ,"$2,495.20 ",No,51,TRUE,FALSE,FALSE,TRUE,FALSE,3,20151105,$48.70 ,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
5307-DZCVC,Female,1,Yes,No,2,2,0,Credit card (automatic),$85.95 ,"$2,628.60 ",Yes,31,TRUE,TRUE,TRUE,TRUE,TRUE,1,20170725,$85.95 ,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone+Internet
